state,year,votes_dem_perc_diff,votes_gop_perc_diff,exp_amo_diff,dem_comm_exp_diff,rep_comm_exp_diff,dem_adv_exp_diff,rep_adv_exp_diff,dem_research_exp_diff,rep_research_exp_diff,dem_others_exp_diff,rep_others_exp_diff,dem_logistics_exp_diff,rep_logistic_exp_diff,dem_exp_diff,rep_exp_diff,winner
CO,2016,1.1996994704451556,1.4711615543647947,45884473.79000135,2.5795949499999997,1.2712116699999996,21.388708830000006,17.83288581,2.24713535,0.16670977,0.7315979700000392,-0.10867415000000014,-0.30384955999998486,0.17977406000000004,26.643187540000223,19.34190716,DEMOCRATS
CO,2020,34.76678094213777,13.48234155298532,-28632585.990000024,-1.1638132300000006,-1.5720625499999992,-10.917788579999957,-9.476486579999992,-2.35532282,0.38902261,-2.0341231499999974,-0.26731111999999985,-1.00995136,-0.22474921000000003,-40.33024180000006,-37.34643685999999,DEMOCRATS
CT,2016,0.6614525039420237,7.850723314269237,-17560594.580000006,-0.4245480199999999,-0.18468318999999994,-12.96392008,-3.50282397,-0.18779029,0.0,-0.19247427,0.0056393500000000004,-0.0527044,-0.05728971,-13.821437060000003,-3.739157519999999,DEMOCRATS
CT,2020,20.400368995467772,6.250009283809779,-23523.81999999995,0.020649099999999997,0.057883090000000026,-0.045070409999999894,-0.07381938999999998,0.01395153,0.0,-0.000165,-0.00584328,0.00786461,0.0,-0.5735150799999998,-0.21816629999999998,DEMOCRATS
DC,2016,5.901074624630247,-40.493896450119266,1221091.4100000039,0.5690849200000001,-0.024158519999999996,1.0987560899999993,-1.1197991099999998,0.34310605999999993,0.0,0.19226954999999998,0.0029727800000000013,0.13032191999999992,0.00177472,-3.409736619999997,0.0,DEMOCRATS
DC,2020,12.195665240603896,46.081898923209934,2670930977.0300045,3.840061000000005,0.6630961400000001,1737.875108860001,911.58308819,0.8441889099999997,0.0,16.64312133999999,-0.11607758,-0.37307210999999996,-0.00177472,0.0021452199999999998,912.43509417,DEMOCRATS
DE,2016,-2.877766052171619,11.87002973097097,-886251.8400000003,-0.135,-0.028264619999999997,-0.5698675599999999,-0.24170793,0.0,-4.642e-05,-9.886000000000001e-05,-0.017451159999999993,0.10618470999999999,0.0,-0.8074840500000001,-0.28747013000000005,DEMOCRATS
DE,2020,25.748823232301795,8.359666607247997,2577108.9999999995,0.05088032,0.012405570000000005,1.2804439400000003,1.23683371,0.02,0.0,0.0954689,-0.0014778999999999999,-0.11744553999999999,0.0,0.86433032,1.2038113799999997,DEMOCRATS
FL,2016,6.305672152903565,10.914970215785141,53122379.65000726,2.148861729999999,-0.2513769900000016,23.004609290000037,26.746267839999966,-0.4440571900000013,0.62634006,-0.37181927000002446,1.3075436699999994,1.6119084600000015,0.3323466200000004,25.949503020005082,28.761121199999977,REPUBLICANS
FL,2020,17.58211754782213,22.755975353224397,27568718.249991983,-0.7408243399999996,-3.8142515999999973,41.14783222999994,-10.935654439999944,3.6718763600000006,-0.68517906,-0.04214291999997505,-1.1281868799999994,0.47263023000000004,-0.38125223000000036,17.591584329995158,-28.524842099999987,REPUBLICANS
GA,2016,5.870696522265137,0.5010852999584353,21785952.760000013,-0.10375314999999999,0.9398882700000001,9.981942730000002,10.519307350000002,0.033415070000000005,-0.0074323499999999765,0.00932049,0.35224266999999987,1e-05,0.061011680000000006,9.92093514,11.865017620000007,REPUBLICANS
GA,2020,31.71894227948048,17.84257748776509,497492658.249999,14.41433093999997,12.100276750000056,160.48949403000023,268.39589264000006,16.562606200000015,8.604509160000001,2.4884995200000013,9.663409909999999,3.206901470000013,1.5667376300000009,-0.3553729399999561,-6.268013549999997,DEMOCRATS
HI,2016,-12.856471172118354,6.540595516673971,-2839083.5600000024,-0.26076144,-0.03004155,-1.4984664300000006,-1.2632901099999998,-0.00284208,-0.015,0.04114923000000001,0.00115109,0.18901773000000002,0.0,-1.5319029900000003,-1.4216207299999999,DEMOCRATS
HI,2020,37.18334451142976,52.78896675902427,151757.38999999966,-0.08839159000000002,-0.010906170000000001,0.5985970900000006,-0.10128241,0.0,0.0,-0.045968930000000005,-0.00225158,-0.19803902,0.0,-1.9972973399999998,0.0,DEMOCRATS
IA,2016,-20.53081658853508,9.631037876206001,103426921.1800002,3.547487129999997,3.3547732199999993,36.867036990000024,54.99228719000008,0.09213193000000001,0.3804553500000001,0.9352004199999988,0.25362008,0.13806468000000002,2.8438272300000005,41.579921150000295,61.82496306999994,REPUBLICANS
IA,2020,16.12314489443434,12.07129239946416,101845461.4099996,1.0760175300000032,-1.2653976400000229,77.66069981000007,23.013581989999913,3.7889689,-0.43375468000000006,-0.6880789699999987,0.1381736,1.2924923900000005,-2.71412106,-42.62662056000028,-70.72663617999993,REPUBLICANS
ID,2016,-10.819269974199551,-2.8167474834347406,891998.5099999998,0.0,0.03405352000000002,0.46208875000000016,0.35226535000000003,0.0,0.019001,0.000525,0.0033606099999999996,0.0,0.02070428,0.4493937499999999,0.22891688999999987,REPUBLICANS
ID,2020,51.250757515874895,35.46295730403002,-691494.4599999998,0.0,-0.13109705000000002,-0.5710694700000002,0.05151298999999987,0.0,-0.019001,-0.000525,-0.000610649999999999,0.0,-0.02070428,-0.55837447,-0.007110889999999981,REPUBLICANS
IL,2016,2.3585599262397365,0.511123121986678,-22157824.089999154,-1.3766450700000006,-1.8468583399999998,-10.611281729999991,-7.575338109999969,-0.16354678,-0.05578247000000014,0.11130653000000101,-0.039479140000000024,-0.5203863700000002,-0.08929817999999992,-12.560553420000172,-9.60675624,DEMOCRATS
IL,2020,12.333206825962419,14.020218870790744,-4661545.200000763,1.000182410000001,-0.419590620000001,9.784116989999994,-15.349120490000013,0.05450297,-0.27777748,-0.064417260000001,-0.09071923000000001,0.7036683599999999,0.007094719999999999,-2.505365399999839,-21.303998630000002,DEMOCRATS
IN,2016,-10.387921799794777,9.626107763017382,21427659.220000193,0.13081662999999977,0.2442127899999984,12.195264389999997,8.691075040000008,0.006274169999999996,-0.08968858999999998,0.007369759999999892,0.09989493999999977,-0.0222917,0.16473178999999993,-16.97176183,9.110225969999995,REPUBLICANS
IN,2020,20.26558232006551,11.08120152624502,19825633.73999975,0.9033800800000005,-1.0984878999999985,14.12011725,4.970316379999964,1.49228423,0.229608,-0.055519579999999895,-0.5873385599999998,0.07042464,-0.21915079999999992,36.930306739999985,-1.974315710000024,REPUBLICANS
KS,2016,-2.9331132873237133,-2.724087392307146,20460991.490000006,0.3681736500000001,0.7510553899999999,10.553520719999996,1.3790703900000008,0.047545000000000004,0.046295,0.005059,0.0345401,0.0,0.05200468,3.7054558899999996,2.26296556,REPUBLICANS
KS,2020,30.834299364176065,12.977595235895311,55041563.909999974,0.9262312800000002,1.534939259999998,26.996422220000014,31.477869450000014,-0.0447885,0.5317850000000001,0.13153441999999996,0.35623475000000004,0.37586206,-0.02079847,-0.3521579700000146,0.43945236000000065,REPUBLICANS
KY,2016,-7.435712498344054,10.64956447355108,21614303.500000082,0.52760064,1.1140673299999997,6.206879180000006,13.098490539999993,0.09167841,-0.10009410999999999,0.3691273700000369,0.12334600999999996,0.07672908000000044,0.10647905,7.272014679998002,14.342288820000013,REPUBLICANS
KY,2020,22.838369478448097,10.280796461427583,2346332.709999867,1.7726165,-1.24224742,6.53789893999963,-6.260369259999983,0.07955918,-0.04064968000000001,-0.10952119000003696,-0.01590294999999997,-0.06061635000000043,-0.06449005,-7.224052929998003,-21.599988280000016,REPUBLICANS
LA,2016,-3.58244113201531,2.2890627305248286,28754636.430000152,0.31761543999999997,0.42574899999999916,13.95944151,13.207602320000001,0.06129147,0.014522489999999999,0.0602702,0.4813672300000078,0.06066,0.16011677000000035,14.459278619999997,14.289357809999991,REPUBLICANS
LA,2020,9.726284810434862,6.544672749393792,-30258147.97000015,-0.6065273,-1.0469298499999993,-14.60556722,-12.973887160000002,-0.06129147,-0.13952249,-0.06355652,-0.5272580100000078,-0.06066,-0.16694795000000034,-15.684092509999997,-16.31036518999999,REPUBLICANS
MA,2016,3.846686340948009,-8.198253996839219,-4527634.819999585,-0.8892783400000002,-1.629105779999999,-2.62193864,0.6216375299999983,0.01817536,-0.0425,-0.2587410399999839,0.002898069999999999,0.260448639999998,0.01076938,-3.4913340200003082,-1.0363007999999994,DEMOCRATS
MA,2020,19.396891332981824,6.99509484431562,3781341.84,0.4617792399999998,-0.34040659,6.2653518200000065,-2.025516389999999,-0.00917536,0.0,-0.03910002000000001,0.13632378,-0.8585590000000001,0.19064436,-4.322555720000002,-5.712746870000002,DEMOCRATS
MD,2016,0.005006424911970362,-2.953072893568989,7482791.579999993,0.3522924399999998,0.5789454400000001,3.36989564,2.3968940099999996,0.43602443,-0.0265,0.01318389,-0.0001500600000000022,0.3947271599999999,0.0,-3.11959347,-1.4120046,DEMOCRATS
MD,2020,18.302036797764863,3.524818987901426,-10490395.529999992,-0.3711982399999998,-0.6509888500000001,-6.22400157,-3.0850822300000003,-0.43630707,0.29620831000000003,-0.01992777,0.12312674,-0.39476106999999994,0.0,0.07808731,0.97845796,DEMOCRATS
ME,2016,-11.15057547559708,14.936277100247754,7594799.7,0.5106827100000001,0.08323256000000001,5.375391789999997,5.147850859999999,0.0,0.17400492,0.00611466,0.0005998700000000002,2.192e-05,0.004898700000000001,5.89221108,5.410586909999999,DEMOCRATS
ME,2020,21.356401423102295,7.450178387496455,111882164.14999993,2.5756282199999987,0.6918265800000002,54.6944664899999,47.401349909999986,4.07643934,-0.19900492,0.2696878300000002,0.15139,1.16549878,0.08588879999999999,0.8790200600000055,-3.070323189999999,DEMOCRATS
MI,2016,-11.531372328059803,7.76676676487385,12240113.96999824,1.6219652699999996,-1.3704958900000006,9.564327480000003,0.5471716600000249,0.7096945700000004,0.016686200000000012,0.4935371600000494,0.23898308,0.3141117099999983,0.10413272999999995,12.703636189998203,-0.46352221999998733,REPUBLICANS
MI,2020,23.589201349236326,16.24487890774598,115551565.30000174,2.2205085300000027,2.1542842199999988,56.31254700000004,48.10128312000003,2.7195174600000014,0.29256225,1.2865655699999508,1.752995,0.6779136700000017,-0.031711519999999965,-4.7933934699983,-2.5831930900000337,DEMOCRATS
MN,2016,-11.541508776218869,0.20647995606809447,37667668.65000007,0.8368104000000003,-0.028093690000000004,20.528214690000006,1.6651549899999998,-0.07018415,0.14083189000000002,-0.03598539000000006,0.06789622,-0.2756928800000002,-0.015385200000000002,20.98316267000005,1.8304042100000009,DEMOCRATS
MN,2020,25.543387662350955,12.17838000046865,16359151.950000055,0.08875158999999977,0.20632405000000006,5.9170556599999955,5.4016092299999965,0.82774252,-0.14083189000000002,0.14167487999999995,0.21091242,0.014008309999999994,0.01184634,-9.92743443000002,0.8031787899999996,DEMOCRATS
MO,2016,-12.479857754070123,7.5599012438952,21276021.11999947,0.031601259999999964,1.6339867600000009,7.842740839999994,12.204404190000002,-0.06074207999999998,-0.004596249999999996,-0.06439311000000283,0.3501294199999999,-0.5882280099999995,-0.06888190000000008,-15.399345750000567,14.115042219999998,REPUBLICANS
MO,2020,16.987343473990446,7.790789778182778,45102300.64999998,-0.44967033,-1.5638134000000004,21.194165420000004,25.883195490000002,0.57558824,0.037589629999999985,-0.13102683999999842,-0.37245968999999995,-0.047291979999999935,-0.02397588999999995,35.75510011000001,19.96241401000002,REPUBLICANS
MS,2016,-13.823277064174553,-1.4114747040433573,5150053.21,0.08028358000000002,0.6576274800000002,3.0701663799999963,0.9799085799999996,0.0035,-0.0405,0.04524155,0.27487938,0.00045689,0.07848936999999997,3.1996484000000005,1.9504048099999989,REPUBLICANS
MS,2020,11.186050778037272,7.998983893571414,227893.10999999754,0.15827064999999996,-0.12077224999999991,-1.5842989899999966,1.646401340000001,0.47612900999999996,0.0,-0.05379155,-0.27500891,0.00861568,-0.027651869999999974,-1.4315585200000012,1.1263517300000006,REPUBLICANS
MT,2016,-11.955073102819574,4.222029799050492,-20502911.240000017,-0.8069715399999999,-0.10835528999999997,-9.312909279999996,-10.096752860000004,-0.041800000000000004,0.009,-0.03453705,-0.10299782000000002,-0.008298999999999999,0.0,1.1580235,-10.299105969999992,REPUBLICANS
MT,2020,37.74541525752775,23.048990116029223,166070094.30000013,3.93708652,3.0317128600000007,76.7456521,76.15275296000002,3.927601239999999,0.8174247400000002,0.3294505300000001,0.6196016199999997,0.28453098999999993,0.20694733999999998,15.92803724,25.88503029000001,REPUBLICANS
NC,2016,0.501516945305044,4.062552991880268,114909790.4600004,3.9895976099999997,3.924467959999997,57.31685013999999,43.412772910000015,3.17321605,0.27494478999999994,0.7704762800000141,0.7301452000000043,0.5239075500000041,0.37341197000000026,65.77404763000717,48.71574283000025,REPUBLICANS
NC,2020,22.60870518463301,16.76698561899848,120394448.16000018,0.34488063000000135,0.40756969000000787,60.411590510000124,57.242366029999914,1.3628015300000005,1.5394114699999997,-0.628941510000014,0.7301262799999961,-0.39043225000000414,-0.2049242200000002,-66.80763373000718,-52.799030300000254,REPUBLICANS
ND,2016,-24.97319270841669,15.12000849617672,-17405651.169999987,-0.37806863999999996,-0.16272371,-8.701392710000006,-7.880721159999997,0.0,-0.0265,-0.24156486999999996,-0.014680079999999998,0.0,0.0,-9.321026220000002,-8.084624949999997,REPUBLICANS
ND,2020,22.551675590349625,8.672287978449589,15509279.579999994,0.09332810999999999,0.06421213,6.813665650000002,8.406207010000001,0.0,0.07815299999999999,-0.02,0.0027136800000000004,0.0,0.07100000000000004,6.8819937599999985,8.622285819999993,REPUBLICANS
NE,2016,-5.821948417808469,4.398775743899769,6149746.470000006,-0.030830470000000002,0.05380480000000004,2.837318699999999,3.1298075499999998,-0.02,0.20669685999999998,-0.0003002800000000003,-0.03132536000000001,0.0,0.004574669999999999,2.7861879499999995,3.3635585200000024,REPUBLICANS
NE,2020,31.666397182365884,12.276166876024526,-4159665.4000000004,0.19432980999999996,-0.50734217,-1.718880979999998,-2.129038200000001,0.0027565,-0.20669685999999998,0.05731821000000002,-0.038695110000000005,0.19413808000000005,-0.007554679999999999,-5.9334496,-7.286761060000001,REPUBLICANS
NH,2016,-5.691888483903875,4.810892403566947,160806841.6800001,2.4777957100000005,2.43031238,74.94594566999997,76.64931047000009,0.02676228999999994,0.15341499999999997,1.36933477,1.8898357200000002,0.7583651199999999,0.09439574999999999,79.5782035600001,81.21726931999999,DEMOCRATS
NH,2020,21.91945507652227,5.744527025073022,-166618335.5600001,-2.93838452,-2.60555466,-73.75192562999997,-82.30686977000008,0.017294150000000008,-0.22836501999999997,-1.3619504100000002,-1.8249733000000001,-1.51184185,-0.09439574999999999,-85.90479522000011,-88.54868803,DEMOCRATS
NJ,2016,1.0906305159143024,8.416871507774939,8335906.379999995,1.9794642800000002,0.27626543000000003,6.231241079999999,-0.43867238000000053,0.41492218999999997,-0.004999999999999999,-0.195247,0.05105188,0.06777628,-0.04589538,8.498156830000001,-0.1622504499999997,DEMOCRATS
NJ,2020,21.41515204270583,17.562594690289792,62414852.879999995,0.7295513400000004,0.6436534199999999,44.0136933,16.834912410000005,0.07391231000000009,-0.00375,0.14013572999999993,-0.021157410000000005,-0.02676880999999999,0.030670590000000005,25.19510741999997,10.184150560000003,DEMOCRATS
NM,2016,-7.247402699026088,-4.800945834872002,-7771070.369999858,-0.47747590999999995,-0.07699376,-3.903155549999999,-2.6991564799999996,-0.012,-0.041499999999999995,-0.2500141700000002,0.00319709,-0.31397158999999825,0.0,-4.968652340000105,-2.8144531499999994,DEMOCRATS
NM,2020,30.210209898399416,25.722705190088437,34166519.76999998,0.6592373900000001,0.23799184,17.29253487000001,10.894500140000003,0.03806686,0.0,0.05406984000000002,0.10005258000000004,0.41890572,0.0005,2.76322625,1.9143913799999992,DEMOCRATS
NV,2016,1.4842681129827824,10.460408096348532,66944420.62000246,1.3073671599999992,1.1524431199999992,27.187890730000156,35.81277555999995,0.23738116999999986,0.2843469900000001,-0.4095261200000093,0.34877484000000025,-0.08546445000000036,1.1084316199999988,28.237648489999028,38.70677212999992,DEMOCRATS
NV,2020,30.453955420390905,30.82307082400822,-38026285.280000195,0.3310283100000022,-0.7004022099999987,-2.6600290300001106,-33.928670319999966,0.7677836200000002,-0.36801399000000007,-0.14500749999999987,-0.4856394400000002,0.2448353400000025,-1.0821700599999988,-12.173370469999952,-38.42529623999991,DEMOCRATS
NY,2016,5.164713793999761,26.589583416726747,4466444.609998234,0.08454138999999605,-0.7722868900000006,9.3423388,-6.0708868599999875,-0.21336710000000003,0.18298445000000008,0.1486300899999996,0.06288069,0.10018143000000007,-0.2172552,9.462324610000415,-6.814563809999992,DEMOCRATS
NY,2020,15.314667507556797,15.477961435932563,49506833.22000151,1.7711159900000029,0.7833827100000008,40.45957832999997,8.294828759999998,-0.09444821999999994,-0.4962875800000001,0.13456366000000053,0.06784577,0.13620057999999985,0.16029891999999998,-10.481115900000415,-7.333418770000005,DEMOCRATS
OH,2016,-15.329388203015892,6.748235050106954,-16027249.869968064,-1.2226617600000016,-2.0600723699999994,-13.90184214000001,1.754785909999974,1.3285846999999993,0.01734573000000006,-0.164418540000271,-0.5040060700000002,-1.3163376600000265,0.04137233000000004,-15.276675400012845,-0.7505744700000037,REPUBLICANS
OH,2020,11.90398819796806,11.046407873270198,-25508237.360020533,2.14944936,-0.17820891000000005,-4.019414719999986,-22.121814440000005,-0.5721449299999991,0.008235769999999976,-0.7454801599998657,0.41552628999999985,-0.3295046099999924,-0.11488101000000006,-12.137025659986321,-25.287493889999986,REPUBLICANS
OK,2016,-5.224249064924349,6.485961910638656,650931.4100000001,-0.03193252,-0.1127273,0.5434324900000002,0.1897810900000001,0.0,0.037,0.000135,0.025242650000000002,0.0,0.0,1.23974669,0.1392964400000003,REPUBLICANS
OK,2020,19.866785608088016,7.495659210060518,11933335.450000001,0.12245783999999998,0.028043659999999998,9.327404149999998,2.3250536,0.00025,-0.037,0.00310245,-0.002596130000000002,0.16661988,0.0,-0.3645747100000001,-1.23893231,REPUBLICANS
OR,2016,3.257948578447132,3.7428978685318395,-891754.1699999999,-0.07609426999999998,0.3162595299999999,-2.513433750000001,1.04049632,0.0,0.1485,0.0008202800000000001,0.18837077000000002,-0.0471255,0.05045245,-2.63583324,1.744079070000001,DEMOCRATS
OR,2020,33.75660858232562,22.500552784178996,1267598.63,0.24785870000000004,-0.4594523399999999,4.59593971,-2.7230199799999997,0.025,-0.175,0.00423172,-0.19750673000000002,0.0,-0.05045245,-0.6265108,-4.009424160000001,DEMOCRATS
PA,2016,-2.134687322967728,10.830298377053865,87966217.65000069,1.0423594399999998,-0.2094513100000004,46.86474919000009,36.205075349999994,1.2336883900000002,-0.10885613,-0.14455066000005534,0.6852260599999993,2.065472249999981,0.33250507000000007,51.061718610022666,36.90449903999999,REPUBLICANS
PA,2020,18.2297199909378,13.718163160405194,-37279730.86999673,-0.65624795,-0.45485175999999994,-2.983803190000131,-31.920487840000007,0.15602776999999834,0.09051473999999998,0.10337640000005277,-0.20312365999999948,-1.0958308699999855,-0.31530451000000004,-57.937861400023024,-49.343226830000006,DEMOCRATS
RI,2016,-9.849718513004234,14.85132134062144,-1073879.72,-0.21906759,-0.006486240000000001,-0.33536242999999993,-0.49765115000000004,0.0,-0.017,0.0,0.0017015700000000001,-1.3880000000000001e-05,0.0,-0.5545069399999999,-0.5568630199999999,DEMOCRATS
RI,2020,21.565934065934066,10.719153415701701,117509.75999999998,-6.303999999999999e-05,-0.00841323,0.0,0.12773595,0.0,0.0,0.0,-0.00174992,0.0,0.0,0.0,0.155,DEMOCRATS
SC,2016,-1.2204064711106184,7.814528131984006,-4968896.880000014,1.4015841800000004,0.3880136999999997,-10.892209529999993,3.376993200000001,0.049189750000000004,-0.0265,0.03542095,0.11830481000000001,0.56103573,0.01927033,-8.844978920000003,3.87608204,REPUBLICANS
SC,2020,27.60994326451735,19.881961832768013,51483735.49000003,0.8076629200000003,0.4861683499999998,22.674309509999986,25.546228139999975,0.4928825,0.33303900000000003,0.5191664300000002,0.28701115,-0.54703952,0.028522000000000002,-8.173310030000001,-8.1907373,REPUBLICANS
SD,2016,-19.016264590903138,8.124495513033569,3242199.6700000013,0.04000676,0.03255564,2.643765389999999,-0.18989834000000028,0.0,-0.02788,0.0,0.00127025,0.0,0.0,-0.5536732400000002,-0.18395245000000005,REPUBLICANS
SD,2020,28.106216690221185,14.63281822932448,-3820557.5600000015,-0.04000676,-0.07130596,-2.049106599999999,-0.9214519299999997,0.0,0.0,0.005,-0.0013063399999999998,0.0,0.0,-2.88724692,-0.99406423,REPUBLICANS
TN,2016,-9.369538538725045,4.143729527534824,-4376316.660000003,-0.07324203999999998,-0.1966944,-1.9575354900000002,-2.15226164,0.0,-0.03,0.0007084699999999999,0.03183808,0.00077036,0.0001,-2.0292987,-2.3470179600000023,REPUBLICANS
TN,2020,31.356100586313232,21.63927967562421,57086019.650000036,1.5897911099999997,1.320477480000001,24.243226879999998,26.420916799999986,3.0490341200000013,0.29296626,-0.0011934399999999998,0.03453571999999999,-0.0007521,0.13701682,25.444108249999985,26.116029970000014,REPUBLICANS
TX,2016,17.222570858891626,2.5209618798720217,-5416654.330000024,0.51796895,-0.21152196999999995,-3.8319568500000134,-0.7689569899999995,-0.17978100000000002,-0.13915623,-0.09118716999999996,-0.5058815000000001,-0.12519432,-0.08098725000000001,-3.7101503900000026,-1.7065039400000064,REPUBLICANS
TX,2020,35.61900508217402,25.726529531080477,162713800.68999976,2.8944562799999978,3.93874417,96.57508745000054,53.344754140000006,0.3972385900000009,1.344054319999999,0.18345269000000008,0.6707759800000003,0.64355558,0.5288469900000002,18.311818669999973,16.475815850000004,REPUBLICANS
UT,2016,23.3756795717457,-30.430596813394544,-3325381.78,-0.11393505999999998,0.010253050000000208,-2.72278663,-0.2569559100000004,-0.06872875,0.09596993999999998,-0.20335810999999998,-0.05231409,-0.06701786000000001,0.05317364000000002,-3.1758264099999978,-0.14987337000000012,REPUBLICANS
UT,2020,80.34286523580836,67.91303318317415,13162485.0,0.47201017999999995,0.6246314000000002,9.388164069999995,2.736133060000001,0.0,-0.09596993999999998,0.0,0.07598715999999994,0.031878079999999996,-0.05953101000000002,0.2411629700000002,0.3453573200000015,REPUBLICANS
VA,2016,0.489547727480196,-2.9123928270824715,-33744974.08999843,-0.06912942000000011,-0.5761380700000001,-11.563058630000015,-20.118750230000003,-0.09086539999999994,0.01993739,-0.1268679299999875,-0.042583749999999976,-1.164429859999998,-0.013088190000000005,-13.014351239999156,-20.730622850000003,DEMOCRATS
VA,2020,21.806756892473427,10.906652545462046,38566970.36999994,1.5055178799999998,0.5059649599999994,23.52737541,11.739670220000004,0.34894597,0.19642425000000005,0.03993957000000006,0.35189056,0.22600078999999984,0.12524076000000003,3.6268307199999956,2.1683042599999993,DEMOCRATS
VT,2016,-10.372467237839981,2.8813998144512287,454878.4199999999,3.793e-05,0.0010906000000000006,0.14063240000000002,0.31177047999999996,0.0,0.0,0.00035056,0.00102371,-1.363e-05,0.0,0.0,0.0,DEMOCRATS
VT,2020,35.978003393570134,18.176766035084775,158652.21000000008,-3.793e-05,0.00193838,-0.12504240000000003,-0.34403023999999993,0.004,0.0,0.03797708,-0.0010528,0.01234442,0.0,0.0,0.007,DEMOCRATS
WA,2016,-0.7222301976306201,-5.340094679507542,-22903683.729999997,-1.00321018,-0.6769596999999998,-9.851229120000001,-11.22391043,0.00513845,-0.045700000000000005,0.00205874,-0.001638539999999999,-0.11230996999999998,0.00407702,-10.959552080000002,-11.944131649999994,DEMOCRATS
WA,2020,35.97219974775035,29.70369479114743,22871752.010000005,1.4371621999999997,0.32935433,15.00348331,5.459997589999999,0.29320535,-0.00261325,0.14315467000000007,-0.007911689999999999,0.22089651999999999,-0.0049770199999999995,13.833674879999991,3.083114459999999,DEMOCRATS
WI,2016,-14.754115553197593,-0.46252000402561083,-22010365.62999881,-0.7566425200000003,0.5004852299999992,-17.70563328999998,-2.372516639999997,0.08935019000000222,-0.08577797999999999,-0.5240430500000046,0.2789134,-1.622475789999988,0.11397481999999998,-20.51944445999979,-1.564921169999998,REPUBLICANS
WI,2020,18.00881878503976,14.641066902110449,3827340.0400000066,-0.2581353500000002,-0.49442198999999953,5.497009079999998,-0.8376927800000118,-0.35974128,0.20910166000000002,0.14864031999999996,-0.05586619999999992,0.04773310999999994,0.004713470000000025,-3.7776636100000047,-6.282899539999997,DEMOCRATS
WV,2016,-20.76434618015772,17.17111012677928,-1893954.2799999956,-0.06491219000000002,0.02223718999999999,-0.06504129999999897,-1.8085110499999928,0.0,0.04488540999999999,-0.0013884800000000003,0.007652850000000003,2.192e-05,-0.02889863,-0.13132004999999847,-1.762634230000013,REPUBLICANS
