FIPS,state,year,votes_dem,votes_gop,total_votes,pop,white_pop,black_pop,asian_pop,indian_pop,pacific_pop,two_pop,not_hisp_pop,hisp_pop
13281.0,Georgia,2016,1210.0,5383.0,6764,11419.0,11072.0,114.0,93.0,39.0,6.0,95.0,11124.0,295.0
13283.0,Georgia,2012,1074.0,1652.0,2750,6789.0,4472.0,2228.0,15.0,15.0,0.0,59.0,6657.0,132.0
13283.0,Georgia,2016,862.0,1809.0,2703,6710.0,4432.0,2167.0,23.0,19.0,2.0,67.0,6531.0,179.0
13285.0,Georgia,2012,10547.0,15179.0,25986,68282.0,42368.0,23462.0,1146.0,239.0,104.0,963.0,65863.0,2419.0
13285.0,Georgia,2016,9713.0,15750.0,26111,69939.0,41776.0,25089.0,1544.0,278.0,117.0,1135.0,67416.0,2523.0
13287.0,Georgia,2012,1510.0,2028.0,3559,8445.0,4830.0,3449.0,57.0,34.0,7.0,68.0,8116.0,329.0
13287.0,Georgia,2016,1246.0,2095.0,3398,7944.0,4556.0,3177.0,63.0,40.0,14.0,94.0,7575.0,369.0
13289.0,Georgia,2012,2270.0,1907.0,4202,8552.0,4856.0,3535.0,16.0,32.0,2.0,111.0,8405.0,147.0
13289.0,Georgia,2016,1971.0,2035.0,4059,8249.0,4628.0,3434.0,26.0,30.0,3.0,128.0,8064.0,185.0
13291.0,Georgia,2012,2139.0,8773.0,11079,21328.0,20753.0,132.0,97.0,81.0,5.0,260.0,20764.0,564.0
13291.0,Georgia,2016,1963.0,9852.0,12063,22640.0,21957.0,174.0,120.0,107.0,5.0,277.0,21914.0,726.0
13293.0,Georgia,2012,3959.0,7230.0,11263,26562.0,18478.0,7480.0,153.0,108.0,11.0,332.0,25961.0,601.0
13293.0,Georgia,2016,3475.0,7292.0,10934,26245.0,18088.0,7484.0,173.0,122.0,14.0,364.0,25632.0,613.0
13295.0,Georgia,2012,5274.0,16247.0,21896,68452.0,64012.0,2870.0,319.0,218.0,35.0,998.0,67274.0,1178.0
13295.0,Georgia,2016,4215.0,18950.0,23956,68455.0,63641.0,2955.0,495.0,225.0,46.0,1093.0,67022.0,1433.0
13297.0,Georgia,2012,8148.0,29036.0,37612,84975.0,68489.0,13818.0,1049.0,300.0,81.0,1238.0,81900.0,3075.0
13297.0,Georgia,2016,8292.0,31125.0,40698,89786.0,70892.0,15682.0,1294.0,354.0,94.0,1470.0,86047.0,3739.0
13299.0,Georgia,2012,3900.0,7941.0,11939,35893.0,24191.0,10654.0,332.0,160.0,29.0,527.0,34650.0,1243.0
13299.0,Georgia,2016,3440.0,8513.0,12184,35648.0,23770.0,10689.0,365.0,176.0,34.0,614.0,34255.0,1393.0
13301.0,Georgia,2012,1529.0,990.0,2526,5544.0,2093.0,3365.0,25.0,10.0,0.0,51.0,5496.0,48.0
13301.0,Georgia,2016,1314.0,991.0,2334,5345.0,2051.0,3185.0,34.0,16.0,0.0,59.0,5267.0,78.0
13303.0,Georgia,2012,4714.0,4035.0,8808,20790.0,9474.0,10987.0,118.0,32.0,3.0,176.0,20366.0,424.0
13303.0,Georgia,2016,4200.0,4149.0,8461,20347.0,9094.0,10867.0,129.0,38.0,4.0,215.0,19866.0,481.0
13305.0,Georgia,2012,2596.0,7557.0,10269,30320.0,23177.0,6221.0,166.0,170.0,23.0,563.0,28503.0,1817.0
13305.0,Georgia,2016,2041.0,8153.0,10413,29974.0,22919.0,6012.0,218.0,179.0,30.0,616.0,28066.0,1908.0
13307.0,Georgia,2012,582.0,601.0,1187,2765.0,1531.0,1185.0,12.0,5.0,0.0,32.0,2664.0,101.0
13307.0,Georgia,2016,473.0,630.0,1116,2616.0,1427.0,1119.0,12.0,11.0,0.0,47.0,2504.0,112.0
13309.0,Georgia,2012,772.0,1366.0,2160,7933.0,4869.0,2968.0,18.0,8.0,3.0,67.0,7522.0,411.0
13309.0,Georgia,2016,646.0,1421.0,2102,8015.0,4845.0,3047.0,20.0,8.0,3.0,92.0,7584.0,431.0
13311.0,Georgia,2012,1671.0,8651.0,10488,27626.0,26438.0,517.0,151.0,149.0,7.0,364.0,26891.0,735.0
13311.0,Georgia,2016,1674.0,9761.0,11823,28828.0,27476.0,562.0,151.0,165.0,20.0,454.0,27930.0,898.0
13313.0,Georgia,2012,7210.0,19305.0,26876,102948.0,94075.0,4161.0,1588.0,1382.0,201.0,1541.0,69268.0,33680.0
13313.0,Georgia,2016,7937.0,21537.0,30658,104406.0,94842.0,4527.0,1661.0,1419.0,208.0,1749.0,68467.0,35939.0
13315.0,Georgia,2012,1060.0,2053.0,3129,9074.0,5684.0,3220.0,48.0,29.0,1.0,92.0,8749.0,325.0
13315.0,Georgia,2016,852.0,2096.0,2976,8841.0,5570.0,3058.0,58.0,26.0,1.0,128.0,8432.0,409.0
13317.0,Georgia,2012,2087.0,2635.0,4761,10086.0,5578.0,4260.0,74.0,18.0,1.0,155.0,9709.0,377.0
13317.0,Georgia,2016,1848.0,2572.0,4486,9809.0,5416.0,4100.0,89.0,25.0,1.0,178.0,9330.0,479.0
13319.0,Georgia,2012,2181.0,2246.0,4450,9484.0,5609.0,3671.0,35.0,48.0,2.0,119.0,9265.0,219.0
13319.0,Georgia,2016,1894.0,2333.0,4287,9020.0,5294.0,3499.0,49.0,45.0,3.0,130.0,8768.0,252.0
13321.0,Georgia,2012,2487.0,5869.0,8419,21349.0,14773.0,6190.0,110.0,57.0,15.0,204.0,20933.0,416.0
13321.0,Georgia,2016,2020.0,6152.0,8295,20703.0,14362.0,5858.0,133.0,74.0,20.0,256.0,20255.0,448.0
15001.0,Hawaii,2012,47224.0,14753.0,63454,189161.0,64436.0,1246.0,42289.0,1000.0,24284.0,55906.0,166627.0,22534.0
15001.0,Hawaii,2016,41259.0,17501.0,64867,198316.0,67858.0,1527.0,42773.0,1108.0,25710.0,59340.0,173310.0,25006.0
15003.0,Hawaii,2012,204349.0,88461.0,296742,977994.0,215189.0,23921.0,426228.0,3116.0,95036.0,214504.0,891341.0,86653.0
15003.0,Hawaii,2016,175696.0,90326.0,285790,992268.0,221638.0,27564.0,424734.0,3207.0,94799.0,220326.0,895126.0,97142.0
15007.0,Hawaii,2012,18641.0,6121.0,25372,68671.0,22686.0,324.0,21955.0,328.0,6436.0,16942.0,61787.0,6884.0
15007.0,Hawaii,2016,16456.0,7574.0,26335,71537.0,23885.0,423.0,22304.0,337.0,6568.0,18020.0,63748.0,7789.0
15009.0,Hawaii,2012,36052.0,11602.0,48653,158889.0,56306.0,1018.0,46482.0,820.0,17259.0,37004.0,142270.0,16619.0
15009.0,Hawaii,2016,33480.0,13446.0,51945,165350.0,58250.0,1222.0,47876.0,905.0,17992.0,39105.0,146696.0,18654.0
16001.0,Idaho,2012,77137.0,97554.0,180546,408862.0,378886.0,4757.0,10490.0,3355.0,849.0,10525.0,378711.0,30151.0
16001.0,Idaho,2016,75677.0,93752.0,195669,444486.0,409671.0,5770.0,12050.0,3622.0,994.0,12379.0,408759.0,35727.0
16003.0,Idaho,2012,577.0,1413.0,2060,3908.0,3766.0,6.0,19.0,42.0,3.0,72.0,3798.0,110.0
16003.0,Idaho,2016,415.0,1556.0,2183,3941.0,3758.0,13.0,21.0,52.0,6.0,91.0,3809.0,132.0
16005.0,Idaho,2012,13214.0,21010.0,35260,83755.0,76982.0,725.0,1098.0,2953.0,210.0,1787.0,77535.0,6220.0
16005.0,Idaho,2016,10342.0,17180.0,33416,84676.0,77153.0,840.0,1342.0,3204.0,239.0,1898.0,77546.0,7130.0
16007.0,Idaho,2012,302.0,2489.0,2822,5892.0,5760.0,13.0,22.0,46.0,2.0,49.0,5650.0,242.0
16007.0,Idaho,2016,255.0,2203.0,2928,5927.0,5757.0,19.0,37.0,53.0,2.0,59.0,5672.0,255.0
16009.0,Idaho,2012,1164.0,2596.0,3884,9126.0,7908.0,29.0,31.0,807.0,7.0,344.0,8839.0,287.0
16009.0,Idaho,2016,770.0,3103.0,4185,9021.0,7808.0,34.0,28.0,794.0,8.0,349.0,8707.0,314.0
16011.0,Idaho,2012,3822.0,13440.0,17603,45510.0,40800.0,210.0,359.0,3327.0,46.0,768.0,37535.0,7975.0
16011.0,Idaho,2016,2924.0,10907.0,16625,45315.0,40316.0,252.0,450.0,3401.0,72.0,824.0,37163.0,8152.0
16013.0,Idaho,2012,5992.0,3939.0,10194,21127.0,20230.0,63.0,213.0,323.0,41.0,257.0,16853.0,4274.0
16013.0,Idaho,2016,6416.0,3340.0,10724,22062.0,20945.0,113.0,259.0,386.0,38.0,321.0,17116.0,4946.0
16015.0,Idaho,2012,1053.0,2284.0,3445,6790.0,6503.0,25.0,33.0,79.0,12.0,138.0,6546.0,244.0
16015.0,Idaho,2016,777.0,2673.0,3814,7095.0,6749.0,33.0,53.0,87.0,21.0,152.0,6800.0,295.0
16017.0,Idaho,2012,6500.0,11367.0,18536,40347.0,38803.0,83.0,229.0,357.0,46.0,829.0,39387.0,960.0
16017.0,Idaho,2016,5819.0,13343.0,20943,42357.0,40638.0,117.0,304.0,368.0,53.0,877.0,41126.0,1231.0
16019.0,Idaho,2012,9903.0,32276.0,43213,106764.0,101697.0,727.0,996.0,1203.0,126.0,2015.0,93933.0,12831.0
16019.0,Idaho,2016,8930.0,26699.0,44221,112118.0,106237.0,790.0,1184.0,1442.0,132.0,2333.0,97705.0,14413.0
16021.0,Idaho,2012,1225.0,3138.0,4544,10817.0,10273.0,38.0,65.0,225.0,8.0,208.0,10365.0,452.0
16021.0,Idaho,2016,933.0,3789.0,5163,11701.0,11078.0,56.0,87.0,237.0,7.0,236.0,11103.0,598.0
16023.0,Idaho,2012,258.0,1001.0,1286,2760.0,2662.0,10.0,9.0,21.0,5.0,53.0,2624.0,136.0
16023.0,Idaho,2016,160.0,914.0,1230,2572.0,2466.0,13.0,8.0,27.0,5.0,53.0,2453.0,119.0
16025.0,Idaho,2012,159.0,402.0,578,1085.0,1032.0,4.0,3.0,11.0,1.0,34.0,1014.0,71.0
16025.0,Idaho,2016,110.0,410.0,590,1082.0,1011.0,4.0,5.0,16.0,1.0,45.0,1007.0,75.0
16027.0,Idaho,2012,19866.0,44369.0,66090,193734.0,182226.0,1419.0,1798.0,3184.0,554.0,4553.0,146550.0,47184.0
16027.0,Idaho,2016,16883.0,47222.0,72785,211381.0,197701.0,1711.0,2099.0,3673.0,667.0,5530.0,158258.0,53123.0
16029.0,Idaho,2012,386.0,2608.0,3052,6771.0,6593.0,8.0,32.0,45.0,11.0,82.0,6398.0,373.0
16029.0,Idaho,2016,271.0,2275.0,3035,6867.0,6660.0,8.0,31.0,56.0,13.0,99.0,6472.0,395.0
16031.0,Idaho,2012,1098.0,7154.0,8396,23263.0,22240.0,133.0,162.0,326.0,31.0,371.0,17231.0,6032.0
16031.0,Idaho,2016,1036.0,5949.0,8178,23479.0,22312.0,170.0,183.0,359.0,67.0,388.0,17099.0,6380.0
16033.0,Idaho,2012,66.0,235.0,328,884.0,833.0,7.0,9.0,19.0,2.0,14.0,517.0,367.0
16033.0,Idaho,2016,44.0,203.0,283,870.0,812.0,9.0,9.0,23.0,2.0,15.0,492.0,378.0
16035.0,Idaho,2012,1032.0,2541.0,3696,8579.0,8125.0,30.0,59.0,190.0,12.0,163.0,8273.0,306.0
16035.0,Idaho,2016,704.0,2852.0,3801,8651.0,8121.0,53.0,63.0,206.0,18.0,190.0,8289.0,362.0
16037.0,Idaho,2012,530.0,1744.0,2352,4327.0,4213.0,7.0,15.0,29.0,3.0,60.0,4142.0,185.0
16037.0,Idaho,2016,427.0,1777.0,2414,4084.0,3930.0,20.0,16.0,33.0,3.0,82.0,3903.0,181.0
16039.0,Idaho,2012,2513.0,5227.0,8001,26287.0,23285.0,760.0,809.0,433.0,115.0,885.0,22114.0,4173.0
16039.0,Idaho,2016,1814.0,5816.0,8522,26137.0,22835.0,898.0,923.0,435.0,106.0,940.0,21811.0,4326.0
16041.0,Idaho,2012,325.0,5195.0,5600,12798.0,12488.0,33.0,16.0,94.0,11.0,156.0,11981.0,817.0
16041.0,Idaho,2016,385.0,3901.0,5499,13320.0,12951.0,35.0,25.0,117.0,10.0,182.0,12429.0,891.0
16043.0,Idaho,2012,810.0,4907.0,5802,12966.0,12538.0,84.0,35.0,124.0,19.0,166.0,11358.0,1608.0
16043.0,Idaho,2016,651.0,4090.0,5715,12914.0,12396.0,108.0,36.0,147.0,40.0,187.0,11295.0,1619.0
16045.0,Idaho,2012,1957.0,5311.0,7490,16630.0,15944.0,31.0,139.0,141.0,19.0,356.0,15352.0,1278.0
16045.0,Idaho,2016,1229.0,5980.0,7954,16959.0,16179.0,40.0,165.0,179.0,29.0,367.0,15544.0,1415.0
16047.0,Idaho,2012,1287.0,3696.0,5118,15250.0,14520.0,67.0,112.0,260.0,28.0,263.0,10832.0,4418.0
16047.0,Idaho,2016,930.0,3743.0,5191,15135.0,14316.0,77.0,118.0,302.0,37.0,285.0,10757.0,4378.0
16049.0,Idaho,2012,1708.0,5921.0,7837,16444.0,15519.0,50.0,75.0,489.0,10.0,301.0,15958.0,486.0
16049.0,Idaho,2016,1196.0,6441.0,8233,16236.0,15202.0,87.0,94.0,511.0,11.0,331.0,15695.0,541.0
16051.0,Idaho,2012,1303.0,9895.0,11381,26641.0,25665.0,89.0,122.0,340.0,40.0,385.0,23913.0,2728.0
16051.0,Idaho,2016,976.0,8436.0,11475,27830.0,26691.0,109.0,167.0,391.0,39.0,433.0,24858.0,2972.0
16053.0,Idaho,2012,1699.0,4804.0,6681,22578.0,21529.0,134.0,95.0,493.0,36.0,291.0,15181.0,7397.0
16053.0,Idaho,2016,1329.0,4644.0,6751,23433.0,22272.0,155.0,115.0,502.0,51.0,338.0,15186.0,8247.0
16055.0,Idaho,2012,18851.0,39381.0,59828,142084.0,135070.0,507.0,1141.0,1961.0,172.0,3233.0,136270.0,5814.0
16055.0,Idaho,2016,16264.0,44449.0,66310,153019.0,144867.0,606.0,1344.0,2178.0,197.0,3827.0,146195.0,6824.0
16057.0,Idaho,2012,8306.0,7589.0,16759,38094.0,35621.0,337.0,781.0,327.0,63.0,965.0,36634.0,1460.0
16057.0,Idaho,2016,8093.0,7265.0,18173,39050.0,36176.0,398.0,1012.0,296.0,60.0,1108.0,37361.0,1689.0
16059.0,Idaho,2012,960.0,3029.0,4110,7768.0,7483.0,29.0,33.0,75.0,2.0,146.0,7561.0,207.0
16059.0,Idaho,2016,733.0,3011.0,4096,7709.0,7395.0,27.0,36.0,92.0,2.0,157.0,7459.0,250.0
16061.0,Idaho,2012,396.0,1173.0,1614,3820.0,3479.0,13.0,19.0,202.0,7.0,100.0,3674.0,146.0
16061.0,Idaho,2016,270.0,1202.0,1590,3846.0,3369.0,26.0,48.0,254.0,9.0,140.0,3674.0,172.0
16063.0,Idaho,2012,469.0,1141.0,1662,5262.0,5054.0,22.0,21.0,79.0,6.0,80.0,3704.0,1558.0
16063.0,Idaho,2016,360.0,1184.0,1748,5303.0,5064.0,30.0,27.0,83.0,8.0,91.0,3693.0,1610.0
16065.0,Idaho,2012,832.0,13445.0,14412,37662.0,36164.0,217.0,418.0,148.0,113.0,602.0,35296.0,2366.0
16065.0,Idaho,2016,1201.0,8941.0,15688,38972.0,37202.0,272.0,509.0,188.0,127.0,674.0,36053.0,2919.0
16067.0,Idaho,2012,1390.0,5442.0,6973,20152.0,19131.0,130.0,126.0,429.0,8.0,328.0,13479.0,6673.0
16067.0,Idaho,2016,1167.0,4887.0,6871,20613.0,19506.0,159.0,112.0,466.0,10.0,360.0,13401.0,7212.0
16069.0,Idaho,2012,6451.0,9967.0,16848,39504.0,35709.0,165.0,307.0,2324.0,45.0,954.0,38266.0,1238.0
16069.0,Idaho,2016,4828.0,10699.0,17201,40136.0,36070.0,214.0,345.0,2444.0,45.0,1018.0,38613.0,1523.0
16071.0,Idaho,2012,217.0,1838.0,2089,4225.0,4130.0,11.0,21.0,21.0,3.0,39.0,4095.0,130.0
16071.0,Idaho,2016,184.0,1531.0,2068,4296.0,4184.0,13.0,25.0,30.0,3.0,41.0,4100.0,196.0
16073.0,Idaho,2012,833.0,2794.0,3724,11409.0,10505.0,91.0,81.0,515.0,18.0,199.0,8481.0,2928.0
16073.0,Idaho,2016,591.0,3052.0,3925,11364.0,10410.0,104.0,88.0,519.0,20.0,223.0,8349.0,3015.0
16075.0,Idaho,2012,2271.0,6004.0,8495,22675.0,21509.0,76.0,206.0,317.0,19.0,548.0,19099.0,3576.0
16075.0,Idaho,2016,1507.0,6489.0,8704,22888.0,21541.0,110.0,234.0,407.0,23.0,573.0,18909.0,3979.0
16077.0,Idaho,2012,982.0,1870.0,2903,7830.0,7346.0,69.0,36.0,210.0,18.0,151.0,5377.0,2453.0
16077.0,Idaho,2016,699.0,1666.0,2758,7681.0,7132.0,77.0,37.0,263.0,14.0,158.0,5067.0,2614.0
16079.0,Idaho,2012,2277.0,2699.0,5148,12703.0,12104.0,43.0,72.0,213.0,18.0,253.0,12311.0,392.0
16079.0,Idaho,2016,1384.0,3297.0,5120,12416.0,11698.0,70.0,85.0,217.0,22.0,324.0,11970.0,446.0
16081.0,Idaho,2012,1926.0,2458.0,4523,10125.0,9866.0,34.0,41.0,53.0,18.0,113.0,8352.0,1773.0
16081.0,Idaho,2016,2159.0,2167.0,4976,11165.0,10819.0,42.0,57.0,95.0,21.0,131.0,9298.0,1867.0
16083.0,Idaho,2012,7541.0,19773.0,28142,78550.0,74612.0,492.0,1023.0,966.0,137.0,1320.0,67127.0,11423.0
16083.0,Idaho,2016,6233.0,19828.0,29874,83819.0,78780.0,726.0,1487.0,1058.0,204.0,1564.0,70378.0,13441.0
16085.0,Idaho,2012,2095.0,2664.0,4919,9536.0,9243.0,19.0,42.0,84.0,4.0,144.0,9136.0,400.0
16085.0,Idaho,2016,1913.0,2906.0,5349,10422.0,10043.0,27.0,58.0,108.0,8.0,178.0,9936.0,486.0
16087.0,Idaho,2012,1104.0,3128.0,4330,10030.0,9547.0,38.0,116.0,135.0,16.0,178.0,8274.0,1756.0
16087.0,Idaho,2016,776.0,3283.0,4455,10032.0,9511.0,45.0,97.0,154.0,16.0,209.0,8297.0,1735.0
17001.0,Illinois,2012,9648.0,20416.0,30607,67139.0,63000.0,2398.0,476.0,128.0,11.0,1126.0,66251.0,888.0
17001.0,Illinois,2016,7676.0,22790.0,31951,66475.0,61939.0,2529.0,562.0,179.0,20.0,1246.0,65455.0,1020.0
17003.0,Illinois,2012,1965.0,1487.0,3501,7717.0,4707.0,2792.0,20.0,29.0,11.0,158.0,7542.0,175.0
17003.0,Illinois,2016,1262.0,1496.0,2846,6459.0,4138.0,2124.0,14.0,30.0,10.0,143.0,6340.0,119.0
17005.0,Illinois,2012,3020.0,4095.0,7336,17537.0,15998.0,1113.0,98.0,105.0,5.0,218.0,16962.0,575.0
17005.0,Illinois,2016,2068.0,4888.0,7530,16546.0,15094.0,1001.0,113.0,105.0,4.0,229.0,15978.0,568.0
17007.0,Illinois,2012,9883.0,11096.0,21365,53735.0,50155.0,1322.0,725.0,352.0,48.0,1133.0,42974.0,10761.0
17007.0,Illinois,2016,8986.0,12282.0,23001,53570.0,49862.0,1374.0,753.0,377.0,52.0,1152.0,42187.0,11383.0
17009.0,Illinois,2012,787.0,1513.0,2364,6890.0,5445.0,1289.0,22.0,85.0,2.0,47.0,6474.0,416.0
17009.0,Illinois,2016,476.0,1796.0,2379,6637.0,5255.0,1226.0,23.0,81.0,2.0,50.0,6206.0,431.0
17011.0,Illinois,2012,8134.0,8164.0,16631,34342.0,33286.0,263.0,274.0,148.0,10.0,361.0,31565.0,2777.0
17011.0,Illinois,2016,6029.0,9281.0,16571,33396.0,32165.0,313.0,313.0,143.0,13.0,449.0,30385.0,3011.0
17013.0,Illinois,2012,1080.0,1440.0,2576,4985.0,4934.0,9.0,14.0,10.0,0.0,18.0,4940.0,45.0
17013.0,Illinois,2016,739.0,1721.0,2571,4869.0,4806.0,20.0,10.0,10.0,0.0,23.0,4813.0,56.0
17015.0,Illinois,2012,3665.0,3555.0,7386,15121.0,14666.0,150.0,76.0,54.0,3.0,172.0,14641.0,480.0
17015.0,Illinois,2016,2447.0,4434.0,7445,14596.0,14084.0,152.0,88.0,64.0,5.0,203.0,14084.0,512.0
17017.0,Illinois,2012,2053.0,2707.0,4862,13427.0,12609.0,537.0,67.0,84.0,6.0,124.0,10959.0,2468.0
17017.0,Illinois,2016,1621.0,3216.0,5124,12672.0,11747.0,607.0,73.0,82.0,10.0,153.0,10333.0,2339.0
17019.0,Illinois,2012,40831.0,35312.0,78359,204630.0,151895.0,26135.0,20366.0,732.0,197.0,5305.0,193516.0,11114.0
17019.0,Illinois,2016,50137.0,33368.0,91628,210198.0,152738.0,27987.0,22585.0,757.0,215.0,5916.0,197955.0,12243.0
17021.0,Illinois,2012,5494.0,8885.0,14701,34518.0,33386.0,510.0,224.0,63.0,11.0,324.0,34002.0,516.0
17021.0,Illinois,2016,3992.0,10543.0,15459,33230.0,32076.0,528.0,198.0,82.0,13.0,333.0,32697.0,533.0
17023.0,Illinois,2012,2591.0,5144.0,7860,16259.0,15968.0,80.0,54.0,28.0,3.0,126.0,16067.0,192.0
17023.0,Illinois,2016,1877.0,5622.0,7928,15857.0,15530.0,79.0,57.0,36.0,5.0,150.0,15614.0,243.0
17025.0,Illinois,2012,1584.0,4190.0,5908,13714.0,13424.0,62.0,86.0,30.0,0.0,112.0,13536.0,178.0
17025.0,Illinois,2016,1020.0,5021.0,6350,13314.0,12979.0,61.0,109.0,36.0,0.0,129.0,13128.0,186.0
17027.0,Illinois,2012,5596.0,10524.0,16450,37918.0,35766.0,1409.0,180.0,130.0,24.0,409.0,36806.0,1112.0
17027.0,Illinois,2016,3945.0,12412.0,17419,37599.0,35429.0,1358.0,200.0,147.0,25.0,440.0,36417.0,1182.0
17029.0,Illinois,2012,9262.0,11631.0,21358,53318.0,49829.0,2012.0,531.0,127.0,16.0,803.0,52121.0,1197.0
17029.0,Illinois,2016,7309.0,13003.0,21863,51783.0,48145.0,2058.0,564.0,131.0,59.0,826.0,50512.0,1271.0
17031.0,Illinois,2012,1488537.0,495542.0,2011597,5239351.0,3447316.0,1301310.0,356281.0,39492.0,3893.0,91059.0,3961254.0,1278097.0
17031.0,Illinois,2016,1611946.0,453287.0,2158615,5224272.0,3428437.0,1263398.0,390372.0,38390.0,3853.0,99822.0,3910991.0,1313281.0
17033.0,Illinois,2012,2858.0,5585.0,8609,19588.0,18280.0,946.0,115.0,59.0,9.0,179.0,19201.0,387.0
17033.0,Illinois,2016,1992.0,6277.0,8728,19133.0,17799.0,946.0,116.0,65.0,9.0,198.0,18709.0,424.0
17035.0,Illinois,2012,1641.0,3509.0,5295,10950.0,10730.0,46.0,61.0,18.0,3.0,92.0,10867.0,83.0
17035.0,Illinois,2016,1031.0,4206.0,5567,10868.0,10622.0,52.0,65.0,21.0,6.0,102.0,10752.0,116.0
17037.0,Illinois,2012,21207.0,18934.0,41092,104365.0,92301.0,7026.0,2776.0,421.0,67.0,1774.0,93519.0,10846.0
17037.0,Illinois,2016,20466.0,19091.0,43600,104080.0,90805.0,7880.0,2839.0,445.0,72.0,2039.0,92729.0,11351.0
17039.0,Illinois,2012,2601.0,4579.0,7345,16491.0,16090.0,120.0,69.0,33.0,5.0,174.0,16116.0,375.0
17039.0,Illinois,2016,1910.0,5077.0,7543,16137.0,15670.0,149.0,68.0,42.0,8.0,200.0,15705.0,432.0
17041.0,Illinois,2012,2430.0,5334.0,7897,19888.0,19439.0,99.0,107.0,49.0,1.0,193.0,18572.0,1316.0
17041.0,Illinois,2016,1949.0,5698.0,8169,19727.0,19159.0,134.0,138.0,64.0,1.0,231.0,18301.0,1426.0
17043.0,Illinois,2012,199460.0,195046.0,401079,928666.0,761166.0,46237.0,100594.0,3760.0,422.0,16487.0,802165.0,126501.0
17043.0,Illinois,2016,228622.0,166415.0,428769,931256.0,750159.0,47908.0,110973.0,3666.0,481.0,18069.0,799722.0,131534.0
17045.0,Illinois,2012,2565.0,5132.0,7819,18158.0,17855.0,85.0,45.0,34.0,4.0,135.0,17951.0,207.0
17045.0,Illinois,2016,1793.0,5645.0,7873,17519.0,17166.0,99.0,58.0,42.0,4.0,150.0,17319.0,200.0
17047.0,Illinois,2012,754.0,2405.0,3228,6721.0,6602.0,32.0,21.0,14.0,0.0,52.0,6649.0,72.0
17047.0,Illinois,2016,434.0,2778.0,3347,6536.0,6383.0,36.0,25.0,19.0,0.0,73.0,6450.0,86.0
17049.0,Illinois,2012,3861.0,12501.0,16613,34273.0,33661.0,115.0,159.0,79.0,11.0,248.0,33641.0,632.0
17049.0,Illinois,2016,3083.0,13635.0,17609,34170.0,33378.0,160.0,246.0,86.0,11.0,289.0,33494.0,676.0
17051.0,Illinois,2012,2853.0,5951.0,8971,22163.0,20771.0,1065.0,54.0,53.0,5.0,215.0,21794.0,369.0
17051.0,Illinois,2016,1819.0,7372.0,9585,21570.0,20239.0,941.0,77.0,55.0,5.0,253.0,21203.0,367.0
17053.0,Illinois,2012,1656.0,4229.0,6006,13879.0,13562.0,104.0,46.0,35.0,3.0,129.0,13552.0,327.0
17053.0,Illinois,2016,1414.0,4480.0,6396,13352.0,12932.0,134.0,64.0,45.0,4.0,173.0,12927.0,425.0
17055.0,Illinois,2012,7254.0,10267.0,17914,39865.0,38963.0,173.0,161.0,131.0,5.0,432.0,39330.0,535.0
17055.0,Illinois,2016,4727.0,13116.0,18711,39075.0,38018.0,231.0,162.0,151.0,6.0,507.0,38456.0,619.0
17057.0,Illinois,2012,8328.0,6632.0,15356,36587.0,34544.0,1364.0,121.0,224.0,3.0,331.0,35644.0,943.0
17057.0,Illinois,2016,6133.0,8492.0,15797,35473.0,33389.0,1378.0,115.0,237.0,5.0,349.0,34436.0,1037.0
17059.0,Illinois,2012,1029.0,1492.0,2573,5390.0,5278.0,17.0,6.0,18.0,0.0,71.0,5315.0,75.0
17059.0,Illinois,2016,657.0,1942.0,2707,5157.0,5033.0,35.0,5.0,16.0,0.0,68.0,5071.0,86.0
17061.0,Illinois,2012,2023.0,3451.0,5622,13656.0,13386.0,128.0,19.0,31.0,2.0,90.0,13510.0,146.0
17061.0,Illinois,2016,1205.0,4145.0,5585,13123.0,12795.0,158.0,26.0,34.0,2.0,108.0,12975.0,148.0
17063.0,Illinois,2012,9451.0,11343.0,21244,50160.0,48383.0,672.0,383.0,162.0,19.0,541.0,45863.0,4297.0
17063.0,Illinois,2016,8065.0,13454.0,23237,50317.0,48271.0,783.0,425.0,169.0,26.0,643.0,45481.0,4836.0
17065.0,Illinois,2012,1269.0,2566.0,3941,8388.0,8233.0,32.0,19.0,28.0,1.0,75.0,8272.0,116.0
17065.0,Illinois,2016,802.0,3206.0,4166,8186.0,7992.0,54.0,26.0,36.0,1.0,77.0,8049.0,137.0
17067.0,Illinois,2012,3650.0,5271.0,9111,18829.0,18484.0,70.0,54.0,49.0,12.0,160.0,18591.0,238.0
17067.0,Illinois,2016,2139.0,6430.0,9121,18205.0,17757.0,100.0,69.0,56.0,14.0,209.0,17943.0,262.0
17069.0,Illinois,2012,742.0,1535.0,2330,4281.0,4171.0,15.0,30.0,24.0,6.0,35.0,4214.0,67.0
17069.0,Illinois,2016,420.0,1653.0,2148,3991.0,3861.0,21.0,20.0,29.0,5.0,55.0,3916.0,75.0
17071.0,Illinois,2012,1978.0,1541.0,3568,7043.0,6906.0,19.0,18.0,21.0,5.0,74.0,6950.0,93.0
17071.0,Illinois,2016,1155.0,2155.0,3518,6886.0,6738.0,21.0,28.0,20.0,5.0,74.0,6771.0,115.0
17073.0,Illinois,2012,12332.0,11583.0,24322,50249.0,48374.0,854.0,222.0,140.0,13.0,646.0,47635.0,2614.0
